Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF59,OUT046,2061.148438
NCO05,OUT035,1766.546875
FDW24,OUT018,565.140625
NCX42,OUT018,2350.03125
NCA53,OUT035,960.75
FDI45,OUT019,956.359375
FDG46,OUT046,1859.811283
FDM20,OUT010,1972.4375
FDW11,OUT010,-886.0625
FDX08,OUT035,3036.242188
NCK17,OUT035,836.15625
FDK32,OUT018,2216.248783
NCA42,OUT035,2661.015625
DRI01,OUT035,2846.265625
NCL55,OUT049,4094.734375
DRE25,OUT018,1223.007813
FDD14,OUT017,3016.84375
FDB10,OUT046,3718.328125
DRN11,OUT035,2440.703125
FDP38,OUT018,611.8359375
NCA30,OUT017,3044.046875
FDT15,OUT017,3087.076908
NCP55,OUT018,664.171875
FDF12,OUT035,2515.210938
FDM21,OUT018,3758.117188
FDX56,OUT035,3475.819095
FDF10,OUT017,2433.717533
FDT32,OUT045,3010.444095
FDM51,OUT018,1411.33472
NCR50,OUT018,2158.921875
FDI19,OUT049,3934.726563
FDX21,OUT017,1831.742188
FDR31,OUT035,2545.17847
FDY02,OUT013,4154.45972
NCA29,OUT045,2612.507813
NCX17,OUT046,3642.34375
FDM12,OUT045,2991.592533
FDI53,OUT027,4002.389408
NCU30,OUT049,2681.429688
FDC56,OUT027,3410.960938
FDK27,OUT018,1715.140625
NCK18,OUT017,2733.953125
FDB52,OUT019,2143.078125
DRG25,OUT027,4427.046875
FDZ13,OUT049,1013.076908
FDB57,OUT019,1730.155033
FDR40,OUT046,1376.39722
NCO14,OUT019,-1168.375
NCN19,OUT045,2953.304688
FDQ28,OUT019,587.1628452
FDO13,OUT018,2360.273438
FDK48,OUT013,1300.679688
FDU07,OUT018,2190.765625
FDW20,OUT046,2011.21875
FDV12,OUT010,-280.3918423
FDH24,OUT013,2562.875
FDV59,OUT049,3530.859375
FDK57,OUT045,1848.007813
FDL16,OUT027,2165.3125
NCQ17,OUT046,2460.03125
FDJ15,OUT018,2677.80347
FDX24,OUT049,1620.382813
FDT47,OUT046,1613.787845
FDT10,OUT049,1134.045658
FDZ37,OUT018,1229.600345
FDW43,OUT027,5164.944095
DRN36,OUT017,1628.78125
FDJ14,OUT045,1317.350345
FDA32,OUT013,3515.304688
FDJ38,OUT019,1194.14722
FDQ57,OUT017,2444.953125
NCQ41,OUT019,1177.398438
FDG56,OUT049,1160.694095
DRC13,OUT027,3462.39722
FDV55,OUT035,2485.4375
FDQ49,OUT045,2487.14722
FDE29,OUT010,-975.5234375
FDR03,OUT013,3337.623783
FDD45,OUT049,1640.703125
FDN38,OUT010,2087.217533
FDT56,OUT046,1022.694095
FDT48,OUT045,3114.234375
FDU03,OUT049,3004.02222
FDC56,OUT010,2.1484375
NCO43,OUT027,3040.382813
FDQ27,OUT017,1798.405033
FDR03,OUT046,3321.80347
DRH23,OUT010,-1060.78125
FDG22,OUT045,617.8190952
NCJ42,OUT013,1679.3125
FDR24,OUT046,1510.920658
FDW60,OUT035,3002.389408
FDJ08,OUT013,3070.671875
DRL59,OUT018,606.4609375
FDG60,OUT010,1763.5
FDW27,OUT017,2639.77222
FDX14,OUT018,941.6796875
FDC20,OUT013,1006.445313
NCS29,OUT018,3879.53125
FDJ56,OUT046,1627.632813
FDB20,OUT019,-605.21875
FDL28,OUT027,5083.655033
FDW01,OUT018,2171.398438
FDL03,OUT046,3184.70972
FDX22,OUT049,3458.201908
FDJ21,OUT035,2490.342533
FDR31,OUT045,2367.256595
FDG21,OUT035,2765.725345
FDS22,OUT027,2214.80347
FDK08,OUT035,1810.389408
FDE17,OUT018,2157.600345
NCN30,OUT017,1629.210938
FDT50,OUT046,1568.295658
NCX42,OUT049,2685.8125
FDJ12,OUT035,3489.826908
NCA18,OUT027,3302.695313
FDP23,OUT019,1561.679688
FDX12,OUT013,3891.162845
FDN40,OUT018,2132.859375
FDV48,OUT035,1463.444095
NCY54,OUT013,2703.460938
FDL16,OUT010,-1213.867188
FDR45,OUT018,3519.3125
FDJ52,OUT046,2556.3125
DRG01,OUT017,1343.828125
FDP52,OUT013,3699.55347
FDU58,OUT017,3111.83472
FDL02,OUT045,1687.045658
FDG28,OUT013,3910.944095
FDA19,OUT035,2245.664063
FDW46,OUT027,2573.311283
NCD43,OUT049,1740.898438
DRG39,OUT013,863.640625
NCF55,OUT049,688.203125
FDJ07,OUT046,1914.78125
FDE08,OUT046,2429.351563
FDP56,OUT019,-1029.710938
FDT45,OUT045,810.4375
FDF17,OUT018,2801.5625
FDX44,OUT046,1464.992188
FDM28,OUT027,4288.195313
FDI36,OUT049,3281.506595
FDS07,OUT045,1807.078125
FDD36,OUT045,1835.226563
FDW11,OUT046,1013.828125
FDN40,OUT049,2534.070313
NCQ18,OUT049,1623.8125
NCQ54,OUT017,2730.25
NCS42,OUT045,1378.328125
DRH39,OUT010,-733.234375
FDC09,OUT027,3206.256595
FDT08,OUT010,526.046875
FDC08,OUT035,3782.069095
FDT20,OUT017,783.9921875
FDS35,OUT035,1198.367188
FDX58,OUT018,2615.703125
FDW58,OUT046,1698.867188
DRD27,OUT046,1567.117188
FDH32,OUT019,-296.2890625
FDS26,OUT035,4244.859375
FDQ31,OUT046,1491.52222
FDP11,OUT018,3205.445313
FDD58,OUT017,1706.898438
FDM33,OUT045,3372.390625
FDZ16,OUT049,3191.998783
NCS29,OUT010,2252.421875
NCM18,OUT019,-953.953125
FDP11,OUT049,3578.632813
NCC42,OUT017,2360.648438
DRM23,OUT046,2730.890625
NCN55,OUT027,5217.226563
FDK46,OUT013,4104.953125
FDR01,OUT046,3228.842533
NCA05,OUT045,2327.054688
NCP43,OUT017,2922.742188
FDR12,OUT010,849.4284702
FDQ01,OUT013,4121.514408
FDM13,OUT046,2115.554688
FDQ19,OUT017,4033.881595
FDK56,OUT019,1056.25
NCX06,OUT010,965.8125
FDO56,OUT027,3437.27222
FDU45,OUT045,1780.530033
FDI16,OUT019,-1004.829342
FDL32,OUT046,1876.100345
FDA07,OUT046,2066.52222
FDA14,OUT045,2240.445313
FDV46,OUT027,3691.210938
NCO07,OUT035,3513.734375
NCP41,OUT046,1710.492188
FDY60,OUT018,2044.936283
FDN38,OUT017,4135.592533
FDO15,OUT046,1280.74097
FDT60,OUT013,1994.867188
FDA55,OUT035,3768.811283
FDE02,OUT010,-378.9765625
DRJ39,OUT049,3562.71875
FDV34,OUT035,1410.725345
FDS20,OUT027,4413.304688
FDF02,OUT027,3128.5625
FDW40,OUT017,2399.264408
NCB43,OUT046,2919.390625
FDR58,OUT017,1577.71875
DRJ59,OUT035,840.7421875
NCD30,OUT017,1673.664063
FDE14,OUT017,1763.350345
FDC28,OUT018,1442.96875
FDU16,OUT018,1107.217533
NCD19,OUT035,1052.898438
FDU21,OUT046,646.8659702
FDV59,OUT027,4903.664063
FDU03,OUT045,2866.787845
FDC33,OUT010,1319.795658
NCR42,OUT035,718.3203125
DRH59,OUT035,1379.414063
NCM31,OUT035,2409.03125
FDS50,OUT035,3625.734375
FDP39,OUT046,877.0390625
FDQ55,OUT013,1993.83472
FDV36,OUT019,115.90625
FDI05,OUT027,2704.030033
FDS45,OUT027,3219.030033
FDA39,OUT045,610.53125
FDC37,OUT010,-159.4453125
FDJ60,OUT027,4142.905033
DRQ35,OUT046,1980.320313
NCJ06,OUT046,1894.664063
NCY42,OUT018,2012.90625
DRM37,OUT049,3189.875
FDR14,OUT045,732.1953125
FDE51,OUT049,840.9675327
FDT33,OUT017,2799.02222
FDR08,OUT013,1880.726563
FDE36,OUT010,733.8269077
FDL22,OUT019,-434.875
FDR44,OUT013,2205.295658
FDI56,OUT019,-430.5625
FDE47,OUT010,144.40625
FDV27,OUT010,-411.8137173
FDV10,OUT049,839.5612827
FDC40,OUT045,1210.405033
NCX41,OUT013,3373.257813
NCQ38,OUT027,3138.125
FDV12,OUT027,3117.858158
FDE52,OUT017,1548.24097
FDG20,OUT027,4319.811283
FDV16,OUT027,2050.920658
FDI32,OUT017,1945.539063
FDJ32,OUT049,1154.132813
FDN39,OUT018,2463.67847
FDY34,OUT017,2813.967533
FDC14,OUT035,918.6394077
FDA55,OUT017,3735.36597
FDZ50,OUT010,968.5769077
DRG13,OUT049,2708.726563
FDP01,OUT013,2520.045658
NCG54,OUT017,2811.726563
FDM13,OUT045,2057.671875
NCO18,OUT027,4265.195313
NCW41,OUT013,2528.140625
FDM52,OUT027,3798.75
NCF55,OUT035,725.421875
FDT09,OUT046,2149.319095
NCM19,OUT035,1912.453125
FDW12,OUT018,2117.326908
FDP15,OUT019,2140.117188
FDK36,OUT045,761.671875
FDZ25,OUT035,2953.342533
NCW06,OUT049,3132.59375
FDW60,OUT046,2896.36597
DRC49,OUT013,2327.742188
NCT17,OUT035,3154.117188
NCN06,OUT018,2298.210938
FDC45,OUT013,2761.171875
DRJ47,OUT019,836.2578125
NCF06,OUT045,3992.9375
FDE21,OUT010,13.90625
DRG27,OUT013,676.140625
FDW40,OUT049,2365.951908
NCO53,OUT046,2901.171875
FDE23,OUT049,916.2722202
FDQ16,OUT046,1728.523438
FDS26,OUT045,3985.984375
FDZ13,OUT010,-1079.524655
FDS14,OUT049,2558.546875
FDC10,OUT045,1872.905033
FDY16,OUT049,3051.561283
FDJ20,OUT035,2220.05347
FDV43,OUT035,894.0625
FDZ32,OUT027,3238.467533
FDR23,OUT046,2784.65625
FDN24,OUT035,1014.4375
FDE34,OUT027,4338.46875
FDU31,OUT013,3570.264408
FDW33,OUT018,1436.484375
FDU26,OUT046,1892.873783
FDE20,OUT027,4239.600345
NCW05,OUT035,1820.242188
FDB22,OUT018,2141.117188
FDO56,OUT046,1947.506595
FDA19,OUT027,3564.195313
DRI39,OUT045,814.125
FDH52,OUT018,739.7800327
FDZ50,OUT035,3048.217533
NCN42,OUT035,2470.703125
FDB53,OUT013,2357.585938
DRG11,OUT017,1863.484375
DRK11,OUT027,3843.46875
FDQ60,OUT017,2102.27222
FDT36,OUT017,683.375
DRG25,OUT018,2656.171875
DRJ23,OUT046,3030.335938
FDG05,OUT035,2676.64722
NCK06,OUT018,1649.9375
FDU52,OUT017,2546.90625
FDW07,OUT018,1202.52222
NCM17,OUT045,680.265625
FDA22,OUT045,2636.226563
NCA41,OUT018,2803.640625
FDF38,OUT035,929.5847202
FDH52,OUT046,1048.819095
FDY58,OUT019,1682.351563
FDZ16,OUT045,3021.717533
NCM18,OUT017,1082.828125
FDA22,OUT018,2399.046875
NCJ43,OUT035,2924.296875
FDI34,OUT027,5125.694095
FDG56,OUT046,1080.998783
FDS34,OUT046,1885.014408
DRC01,OUT035,1017.99097
FDQ04,OUT035,788.8984375
FDK04,OUT035,1085.914063
FDT51,OUT049,1926.756595
FDV26,OUT017,3215.819095
FDS04,OUT049,2351.08472
FDW43,OUT018,3413.967533
FDQ28,OUT010,554.3815952
NCK06,OUT017,2031.585938
FDS23,OUT018,1799.390625
FDZ36,OUT019,1122.686283
FDE56,OUT018,796.5612827
FDW10,OUT027,4227.226563
NCN14,OUT045,2850.398438
NCQ18,OUT045,1464.4375
FDW08,OUT017,1857.304688
FDU43,OUT035,3956.506595
FDR33,OUT010,-164.65625
FDM24,OUT010,526.5534702
NCZ05,OUT046,1657.867188
NCV41,OUT035,1958.554688
FDV11,OUT018,2534.631595
NCY05,OUT035,773.4921875
FDV44,OUT018,2799.420658
FDW32,OUT049,1532.537845
NCU18,OUT027,3701.25
NCC43,OUT035,4087.007813
FDW19,OUT013,1897.295658
FDN31,OUT035,3217.390625
FDI48,OUT045,822.3894077
FDS24,OUT017,1603.139408
FDF46,OUT049,1946.34375
DRG23,OUT017,2527.773438
FDG14,OUT018,2204.701908
NCY30,OUT049,2918.546875
FDO28,OUT018,1663.625
DRD24,OUT035,2404.773438
FDI33,OUT049,1554.671875
FDN32,OUT046,2991.789063
FDR16,OUT045,3313.537845
FDF26,OUT046,2526.717533
NCN29,OUT018,547.828125
FDE20,OUT045,2703.889408
FDA46,OUT046,3033.484375
FDU28,OUT045,2921.858158
FDQ48,OUT045,1587.858158
FDV36,OUT013,2086.601563
FDR14,OUT018,537
FDP23,OUT017,3555.335938
FDP56,OUT013,924.7890625
FDK48,OUT010,-657.8671875
FDR48,OUT046,2419.648438
NCY29,OUT049,1037.195313
FDM22,OUT018,647.7097202
DRJ01,OUT013,2588.90625
FDZ43,OUT045,3868.701908
FDV03,OUT035,2609.984375
FDX11,OUT027,4370.467533
NCA41,OUT027,4528
FDE38,OUT017,2800.585938
FDI27,OUT018,497.4753452
FDN32,OUT013,2986.539063
NCN43,OUT017,2049.320313
FDB47,OUT027,4727.546875
FDV03,OUT017,2584.320313
NCN30,OUT045,1492.484375
NCV54,OUT010,-6.25
FDV07,OUT013,1844.085938
FDP07,OUT049,3265.039063
FDK48,OUT018,935.734375
FDM15,OUT019,558.1315952
FDY19,OUT027,3380.101563
FDK46,OUT046,4097.75
FDY11,OUT045,1073.795658
FDH09,OUT046,1061.742188
FDO08,OUT027,4163.05347
FDU14,OUT013,3956.210938
FDD22,OUT027,3252.390625
FDM27,OUT017,2630.600345
FDL02,OUT027,3222.756595
NCA17,OUT035,2490.867188
FDE38,OUT019,759.96875
NCG07,OUT049,3059.921875
DRC27,OUT013,3900.984375
FDA27,OUT035,4183.694095
FDW40,OUT045,2206.58472
DRI11,OUT013,1898.953125
FDN50,OUT046,1610.045658
FDR12,OUT046,2775.912845
FDT34,OUT027,3103.226563
FDW11,OUT035,1171.21875
NCO30,OUT027,4345.1875
FDZ34,OUT017,3212.359375
FDU45,OUT017,1959.264408
NCD42,OUT035,785.34375
FDX25,OUT045,2832.867188
NCR29,OUT046,935.34375
FDX43,OUT019,821.546875
FDB04,OUT010,-506.8918423
FDR49,OUT027,2240.570313
FDS39,OUT018,2003.398438
FDW58,OUT045,1638.914063
FDG22,OUT019,-1214.337155
FDG31,OUT017,1148.671875
NCV53,OUT027,5244.265625
DRJ37,OUT035,2521.351563
FDV07,OUT035,1960.03125
FDW52,OUT018,2387.975345
FDT15,OUT045,2914.569095
FDD02,OUT018,1659.3125
FDM16,OUT035,1376.33472
NCE55,OUT046,2743.953125
FDB57,OUT018,3319.467533
FDQ04,OUT013,732.1171875
FDQ47,OUT019,-1309.54028
FDY14,OUT019,2224.210938
DRK37,OUT017,3082.9375
FDO25,OUT017,3444.648438
FDL57,OUT046,4137.061283
NCK29,OUT018,1682.710938
FDK46,OUT027,5561.585938
NCB43,OUT010,977.9765625
DRE01,OUT027,5217.75
FDC46,OUT018,2638.671875
FDQ23,OUT045,1634.867188
FDX38,OUT049,937.0534702
FDG60,OUT018,3459.132813
FDW55,OUT017,4098.576908
FDP39,OUT013,870.2421875
FDB20,OUT018,1046.773438
FDV21,OUT017,2085.507813
FDZ02,OUT013,1608.92847
FDP19,OUT027,3520.984375
FDA38,OUT035,3951.398438
FDH22,OUT045,1938.679688
DRM11,OUT045,4068.765625
FDO12,OUT027,4548.617188
FDT14,OUT049,2013.998783
FDW34,OUT010,1934.226563
FDG04,OUT027,4430.867188
FDW59,OUT018,1123.242188
FDR33,OUT018,1483.125
FDP32,OUT013,2134.625
FDL13,OUT027,5184.506595
FDD22,OUT013,1841.484375
FDV40,OUT027,2605.367188
NCD55,OUT046,679.625
FDQ20,OUT010,-1162.46875
FDD28,OUT045,870.7109375
FDC39,OUT045,3180.46875
NCR17,OUT049,1987.59375
DRO35,OUT018,1602.59375
FDF40,OUT049,4049.717533
FDR31,OUT018,2112.983158
NCQ41,OUT017,3202.070313
FDP38,OUT046,874.171875
NCU54,OUT027,4726.648438
FDG22,OUT018,360.4362827
DRK59,OUT013,3741.625
FDC37,OUT046,1723.679688
NCO42,OUT013,2333.953125
NCT42,OUT017,2482.46875
FDX27,OUT035,1664.920658
FDV40,OUT018,921.9921875
FDT45,OUT027,2351.703125
FDS47,OUT019,-501.140625
FDR45,OUT035,3912.570313
FDB03,OUT045,3694.381595
FDO49,OUT035,1075.842533
FDU60,OUT027,4157.506595
FDB26,OUT018,667.0144077
FDB46,OUT017,3515.483158
FDQ37,OUT019,1195.09375
FDN03,OUT017,4111.014408
NCX30,OUT045,3834.578125
FDK32,OUT019,625.3112827
DRM47,OUT013,3091.46875
NCO02,OUT046,1085.9375
FDP04,OUT013,1077.78125
NCO43,OUT049,1716.804688
FDD59,OUT013,1419.920658
FDQ10,OUT017,2835.96875
FDW45,OUT035,2504.078125
NCK30,OUT049,4098.015625
FDU31,OUT018,3215.123783
NCQ17,OUT019,531.40625
FDN01,OUT017,2906.3125
FDZ19,OUT049,2906.945313
DRG37,OUT017,2573.609375
FDE32,OUT045,611.046875
FDO34,OUT049,2765.710938
FDM04,OUT019,-1024.587155
FDZ25,OUT049,2889.670658
FDU08,OUT049,1742.5625
NCW30,OUT045,3998.953125
NCM18,OUT013,998.8203125
FDS22,OUT035,899.2409702
NCH18,OUT017,3950.289063
FDC23,OUT013,2902.078125
FDY46,OUT013,2984.015625
NCU06,OUT046,3593.664063
FDX57,OUT045,1553.358158
FDX36,OUT027,5033.936283
FDL16,OUT045,662.7734375
FDT16,OUT010,2223.39722
FDN16,OUT018,1392.951908
FDC03,OUT046,3116.194095
DRF60,OUT013,3784.570313
FDS27,OUT027,4608.170658
FDP33,OUT010,2087.789063
FDJ36,OUT018,1374.061283
NCR42,OUT013,560.3515625
FDV14,OUT017,1470.078125
NCP42,OUT035,3222.007813
FDB50,OUT027,2740.625
NCC30,OUT027,4237.460938
FDA23,OUT018,1367.359375
FDW16,OUT017,1601.412845
FDQ52,OUT010,1946.773438
FDB58,OUT049,2436.39722
NCP29,OUT049,1148.023438
NCM05,OUT045,4099.054688
FDO25,OUT013,3388.734375
NCM54,OUT046,2015.3125
NCL54,OUT046,2722.109375
FDL39,OUT010,962.2722202
FDF53,OUT018,2593.30347
NCQ42,OUT035,2161.101563
FDF58,OUT013,1068.960938
FDZ04,OUT035,1178.757813
FDE26,OUT019,400.6015625
FDS60,OUT017,2965.289063
FDV58,OUT017,3210.726563
FDM04,OUT045,811.9597202
FDE08,OUT035,2518.265625
NCB43,OUT049,3016.179688
FDU11,OUT010,18.96875
FDF22,OUT019,1459.203125
FDE24,OUT013,2285.203125
DRJ49,OUT046,2091.09375
NCQ53,OUT035,3874.625
NCL41,OUT013,640.2890625
FDR22,OUT013,1855.826908
FDH04,OUT035,1668.139408
DRH15,OUT045,618.078125
FDY40,OUT049,933.6550327
NCI17,OUT035,1703.664063
NCC18,OUT013,2759.195313
FDY28,OUT027,4797.17847
FDB45,OUT027,3171.71875
NCL30,OUT018,1722.390625
FDM10,OUT017,3460
FDH22,OUT027,3473.617188
NCZ53,OUT017,3125.804688
NCI18,OUT013,3528.40625
FDH14,OUT027,3794.967533
FDR36,OUT027,2216.780033
FDW01,OUT045,2377.421875
FDK02,OUT027,3390.09375
FDJ02,OUT018,2145.319095
FDU55,OUT013,4182.140625
NCV18,OUT027,2782.328125
FDH14,OUT018,2011.248783
FDZ37,OUT045,1452.733158
FDX49,OUT049,3839.100345
NCD43,OUT046,1665.859375
FDZ07,OUT013,1109.02222
FDK43,OUT035,2182.65625
FDR32,OUT018,3419.592533
FDT39,OUT013,2513.912845
NCV54,OUT017,2007.132813
FDF38,OUT018,509.8737827
FDV60,OUT046,3159.858158
FDH44,OUT027,3850.912845
FDS21,OUT046,1051.819095
NCL41,OUT045,542.5234375
FDM46,OUT017,1596.179688
FDU27,OUT045,777.4128452
NCJ54,OUT017,3757.414063
DRG51,OUT018,2341.023438
NCA29,OUT019,789.328125
FDR47,OUT045,3014.4375
NCL19,OUT027,3712.210938
DRG01,OUT049,1320.578125
FDG10,OUT046,1010.483158
NCV05,OUT049,2535.664063
NCH18,OUT019,1926.671875
FDV14,OUT018,1091.554688
DRJ23,OUT035,3170.609375
DRJ11,OUT046,2972.421875
FDZ03,OUT017,3054.27222
FDI27,OUT010,-1134.923092
FDJ14,OUT018,1128.451908
FDU32,OUT017,2084.3125
FDD47,OUT027,4221.037845
DRF36,OUT035,3150.570313
FDM21,OUT046,4068.734375
FDV10,OUT018,485.0534702
FDH60,OUT018,2847.99097
FDX47,OUT010,636.2644077
FDT19,OUT019,911.2097202
FDO11,OUT045,3956.186283
FDH24,OUT027,3979.265625
FDL02,OUT018,1512.123783
FDB02,OUT049,2975.787845
FDA43,OUT046,3137.539063
FDG52,OUT045,686.21875
DRC12,OUT013,3019.703125
FDY37,OUT018,2068.86597
NCU18,OUT045,2157.265625
FDU09,OUT035,1110.02222
DRJ25,OUT027,2230.539063
DRE12,OUT018,1519.921875
DRL47,OUT017,2116.898438
DRK01,OUT046,1531.929688
FDC22,OUT019,1134.826908
FDG44,OUT013,940.53125
FDW04,OUT035,2250.61597
FDK09,OUT049,3687.453125
NCN43,OUT035,2098.257813
FDG04,OUT049,3062.9375
FDH32,OUT010,-357.7109375
DRI47,OUT017,2444.375
DRE15,OUT013,1236.140625
FDY11,OUT035,1313.95972
FDO60,OUT049,854.5
FDQ20,OUT018,465.578125
FDO57,OUT027,3998.84375
FDT14,OUT019,-2.391842332
FDA57,OUT049,779.03125
DRN35,OUT017,725.0859375
FDJ03,OUT046,844.4597202
FDX28,OUT017,1701.140625
DRE25,OUT045,1382.34375
FDR09,OUT046,4096.382813
FDB23,OUT035,3802.506595
FDO08,OUT045,2616.49097
FDQ23,OUT049,1749.085938
FDW04,OUT013,2137.787845
DRK13,OUT010,1177.65625
NCL17,OUT027,3712.164063
FDY21,OUT035,3194.414063
FDJ38,OUT027,4522.608158
FDA37,OUT019,198.2253452
FDV43,OUT013,810.8125
FDL36,OUT046,1485.382813
FDD53,OUT045,604.875
FDZ19,OUT010,908.765625
FDV21,OUT045,1913.125
NCL54,OUT018,2444.25
DRI47,OUT027,3770.421875
DRG03,OUT049,2543.484375
FDG21,OUT013,2628.006595
FDW03,OUT018,1467.256595
NCI55,OUT046,1920.75
DRC36,OUT019,914.3425327
FDH22,OUT017,2140.671875
FDV20,OUT045,2050.076908
NCU41,OUT027,4506.96875
FDN46,OUT027,3144.037845
FDK50,OUT045,2549.101563
NCA05,OUT027,3810.101563
DRH01,OUT018,2446.195313
FDT08,OUT018,2144.984375
FDM08,OUT018,3348.95972
FDZ07,OUT035,1209.389408
FDS22,OUT017,910.9753452
FDV35,OUT027,3937.03125
FDI28,OUT010,-656.6640625
FDW58,OUT027,3190.421875
FDT52,OUT045,3827.436283
FDY34,OUT046,2661.92847
FDR10,OUT046,2563.109375
FDK57,OUT017,2028.257813
FDR02,OUT027,3182.882813
FDX49,OUT046,3765.655033
FDQ20,OUT046,732.578125
DRK23,OUT045,3916.492188
NCW06,OUT046,3007.765625
FDR31,OUT017,2522.631595
NCE43,OUT013,2673.726563
DRO59,OUT027,2706.40625
FDN09,OUT049,3960.195313
FDR11,OUT046,2597.811283
FDO57,OUT013,2587.007813
NCX18,OUT017,3202.578125
FDB05,OUT018,3629.585938
FDQ08,OUT018,804.4675327
NCG43,OUT035,1624.1875
FDJ56,OUT013,1680.007813
FDA13,OUT010,-1280.039063
FDO56,OUT017,2054.350345
FDB37,OUT018,3566.655033
FDZ02,OUT018,1298.920658
FDQ24,OUT046,3949.570313
FDM16,OUT013,1268.170658
FDU35,OUT049,1712.3125
FDT35,OUT035,2873.787845
NCX30,OUT049,3981.484375
FDG04,OUT017,3068.335938
FDI12,OUT035,1581.912845
FDE35,OUT035,1211.717533
NCP14,OUT027,3111.117188
NCY53,OUT045,1694.390625
FDP49,OUT017,1072.264408
FDQ04,OUT017,794.328125
FDM39,OUT035,2956.015625
FDO58,OUT019,689.15625
FDC56,OUT017,2041.578125
NCQ54,OUT046,2640.476563
FDV10,OUT027,2203.194095
NCK17,OUT046,688.1015625
NCF55,OUT027,2051.265625
FDV33,OUT013,4177.545658
NCH29,OUT019,-338.875
FDA37,OUT027,3533.194095
FDH46,OUT018,1409.131595
FDS25,OUT035,1977.155033
FDH04,OUT027,2934.530033
FDX52,OUT046,3060.287845
NCD42,OUT017,745.7421875
FDW47,OUT017,2073
FDL25,OUT027,2988.608158
NCJ06,OUT010,-13.6796875
FDY09,OUT013,2793.945313
FDS40,OUT046,615.1171875
FDH41,OUT017,3484.578125
FDG38,OUT035,1598.420658
FDU03,OUT027,4356.319095
FDV20,OUT046,2121.975345
DRB13,OUT045,2990.920658
NCQ30,OUT013,1937.179688
NCH06,OUT013,3866.851563
FDU50,OUT018,1546.795658
NCO42,OUT019,398.234375
FDW09,OUT018,1068.662845
FDH04,OUT013,1533.514408
FDC21,OUT045,1743.795658
FDL21,OUT049,830.9362827
FDM46,OUT010,-449.84375
FDT22,OUT019,-933.15625
FDB28,OUT035,3249.867188
FDI12,OUT018,1194.80347
FDA28,OUT045,1972.045658
FDF59,OUT013,2104.164063
FDM45,OUT027,3437.725345
FDQ56,OUT017,1483.523438
FDR46,OUT049,2400.15625
FDT01,OUT013,3435.131595
FDD16,OUT027,2654.554688
NCU30,OUT010,629.7578125
FDM40,OUT010,312.078125
FDI56,OUT035,1680.492188
NCS30,OUT013,2035.710938
FDU08,OUT017,1746.382813
FDX51,OUT027,4600.02222
FDA43,OUT045,3084.328125
FDX59,OUT010,-1321.320313
FDC37,OUT018,1442.679688
FDP58,OUT013,3472.335938
NCY42,OUT035,2399.921875
FDF21,OUT018,2809.623783
FDU10,OUT027,2139.662845
DRL47,OUT018,1729.03125
FDA58,OUT018,3477.382813
FDJ22,OUT049,3147.945313
FDK50,OUT046,2597.625
FDO38,OUT035,1443.859375
DRF60,OUT035,3914.523438
NCZ42,OUT019,1822.507813
FDD35,OUT049,2041.25
FDL25,OUT045,1468.975345
FDJ16,OUT013,946.2265625
DRK59,OUT049,3814.09375
FDI50,OUT046,3735.280033
NCB19,OUT045,1306.6875
DRI37,OUT035,1097.921875
FDA14,OUT027,3772.515625
FDC08,OUT018,3386.951908
FDS45,OUT046,1731.889408
FDI21,OUT049,1181.076908
DRJ47,OUT035,2921.265625
DRE37,OUT027,4416.625
FDT55,OUT018,2320.576908
NCG42,OUT027,3488.328125
FDA31,OUT049,2845.320313
NCW42,OUT046,3479.429688
FDF50,OUT017,3221.5
FDK56,OUT049,3081.375
FDX10,OUT035,797.0769077
NCK07,OUT027,4036.96875
FDZ49,OUT017,3671.889408
FDR33,OUT013,1785.335938
FDO44,OUT018,1542.242188
FDA20,OUT046,2999.789063
NCL30,OUT045,1943.976563
FDI05,OUT019,-697.7434048
FDQ12,OUT018,3348.851563
FDH47,OUT017,1722.14722
FDH34,OUT018,2676.789063
FDF29,OUT046,2130.905033
FDG40,OUT018,297.1796875
NCE18,OUT017,4018.101563
FDP21,OUT010,1135.89722
FDY50,OUT013,1418.328125
FDB36,OUT049,2218.27222
NCZ29,OUT049,2126.710938
FDU20,OUT018,1714.936283
FDO56,OUT013,2002.967533
FDW31,OUT049,3314.24097
DRH59,OUT013,1260.359375
NCB30,OUT017,3210.390625
FDK43,OUT027,3511.6875
FDW43,OUT045,3638.662845
NCL19,OUT017,2353.148438
FDJ27,OUT046,1647.52222
FDC45,OUT046,2716.585938
FDY40,OUT035,1009.39722
NCM41,OUT035,1631.835938
NCK18,OUT019,706.8515625
FDP37,OUT049,2164.28125
FDA27,OUT027,5497.975345
NCX30,OUT035,4026.492188
FDR09,OUT017,4148.703125
FDG08,OUT027,4243.889408
NCU30,OUT013,2627.851563
FDB16,OUT017,1499.898438
FDM16,OUT017,1335.14722
FDC48,OUT013,1376.867188
NCF18,OUT046,2970.804688
FDU46,OUT018,1181.99097
FDH41,OUT018,3093.617188
NCN42,OUT010,386.703125
FDU49,OUT046,1507.076908
FDB20,OUT027,2758.6875
FDG50,OUT019,-398.46875
FDW20,OUT045,1928.328125
NCO55,OUT049,1830.789063
FDX48,OUT046,2514.600345
FDU48,OUT046,2127.648438
FDR48,OUT019,496.703125
FDK27,OUT013,2018.890625
